Ward Number	Ward Name	Project #	Prefix	Project Name	Sub-project Name	Year	Budgeted
10	York Centr	LIB907894-2	LIB	Centennial Renovation	Centennial Expansion	2020	32.0
10	York Centr	LIB907894-2	LIB	Centennial Renovation	Centennial Expansion	2021	195.0
10	York Centr	LIB907894-2	LIB	Centennial Renovation	Centennial Expansion	2022	893.0
10	York Centr	LIB907894-2	LIB	Centennial Renovation	Centennial Expansion	2023	646.0
10	York Centr	PKS000016-328	PKS	Outdoor Recreation Centres	Earl Bales Fieldhouse Upgrade & Expansion	2016	3000.0
10	York Centr	PKS000016-328	PKS	Outdoor Recreation Centres	Earl Bales Fieldhouse Upgrade & Expansion	2017	4000.0
10	York Centr	PKS000016-329	PKS	Outdoor Recreation Centres	Earl Bales Fieldhouse Upgrade Design	2014	150.0
10	York Centr	PKS000016-329	PKS	Outdoor Recreation Centres	Earl Bales Fieldhouse Upgrade Design	2015	300.0
10	York Centr	PKS000017-699	PKS	Park Development	Ward 10 Park Improvements - S42	2014	300.0
10	York Centr	PKS000017-700	PKS	Park Development	Hidden Trail Park Improvements - S42	2014	350.0
10	York Centr	FAC906395-855	FAC	Mechanical and Electrical	5700 Bathurst-Elevator Modernization	2014	8.0
10	York Centr	FAC906395-855	FAC	Mechanical and Electrical	5700 Bathurst-Elevator Modernization	2015	134.0
11	York South-Weston	CHS907355-1	CHS	St. John The Evangelist Catholic School	St. John The Evangelist Catholic School	2014	55.0
11	York South-Weston	CHS907355-1	CHS	St. John The Evangelist Catholic School	St. John The Evangelist Catholic School	2015	106.0
11	York South-Weston	CHS907355-1	CHS	St. John The Evangelist Catholic School	St. John The Evangelist Catholic School	2016	126.0
11	York South-Weston	CHS907355-1	CHS	St. John The Evangelist Catholic School	St. John The Evangelist Catholic School	2017	62.0
11	York South-Weston	CHS907355-1	CHS	St. John The Evangelist Catholic School	St. John The Evangelist Catholic School	2018	41.0
11	York South-Weston	LIB000165-1	LIB	Weston Neighbourhood Library Renovation	Weston Neighbourhood Library Renovation	2018	129.0
11	York South-Weston	LIB000165-1	LIB	Weston Neighbourhood Library Renovation	Weston Neighbourhood Library Renovation	2020	287.0
11	York South-Weston	LIB000165-1	LIB	Weston Neighbourhood Library Renovation	Weston Neighbourhood Library Renovation	2022	169.0
11	York South-Weston	TRN907839-1	TRN	St Clair West/Metrolinx Georgetown Grade Separatio	St Clair West/Metrolinx Georgetown	2015	2000.0
11	York South-Weston	TRN907839-1	TRN	St Clair West/Metrolinx Georgetown Grade Separatio	St Clair West/Metrolinx Georgetown	2016	6000.0
11	York South-Weston	TRN907839-1	TRN	St Clair West/Metrolinx Georgetown Grade Separatio	St Clair West/Metrolinx Georgetown	2017	12000.0
11	York South-Weston	TRN907839-1	TRN	St Clair West/Metrolinx Georgetown Grade Separatio	St Clair West/Metrolinx Georgetown	2018	12000.0
11	York South-Weston	PKS000017-736	PKS	Park Development	Swanek Park Improvements - S37	2014	125.0
11	York South-Weston	TPA907793-2	TPA	Weston Cultural Hub S2	Weston Cultural Hub 2014	2014	500.0
11	York South-Weston	FAC906394-339	FAC	Structural/Building Envelope	662 Jane-RplWindows&FrontEntrance	2015	11.0
11	York South-Weston	FAC906394-339	FAC	Structural/Building Envelope	662 Jane-RplWindows&FrontEntrance	2016	100.0
11	York South-Weston	PKS000019-300	PKS	Playgrounds/Waterplay	Viella Tarragon Park Waterplay - S37	2014	550.0
11	York South-Weston	ACH000010-76	ACH	Cultural Infrastructure Development	Public Art Development Viella Tarragona	2014	120.0
11	York South-Weston	ACH000010-76	ACH	Cultural Infrastructure Development	Public Art Development Viella Tarragona	2015	100.0
11	York South-Weston	TRN000191-3	TRN	Scarlett/St Clair/Dundas	Scarlett/St Clair/Dundas - 2014 & Future	2014	1650.0
11	York South-Weston	TRN000191-3	TRN	Scarlett/St Clair/Dundas	Scarlett/St Clair/Dundas - 2014 & Future	2015	1850.0
11	York South-Weston	FAC906395-901	FAC	Mechanical and Electrical	6 Lambton Ave-Replace Rooftop HVAC Units	2023	11.0
12	York South-Weston	FAC906395-73	FAC	Mechanical and Electrical	1652 Keele-Rpl Boilers, Pumps, Pipes	2019	31.0
12	York South-Weston	FAC906395-73	FAC	Mechanical and Electrical	1652 Keele-Rpl Boilers, Pumps, Pipes	2020	595.0
12	York South-Weston	FAC906397-199	FAC	Renovations	2700 Eglinton W- Council Chamber Carpeting	2023	12.0
12	York South-Weston	PKS000016-49	PKS	Outdoor Recreation Centres	Keelesdale Park - Build New Basketball Facility^	2015	25.0
12	York South-Weston	PKS000016-49	PKS	Outdoor Recreation Centres	Keelesdale Park - Build New Basketball Facility^	2016	475.0
12	York South-Weston	PKS000017-85	PKS	Park Development	Keelesdale Park - Rebuild Stairs/Path/N.Sporting^	2015	25.0
12	York South-Weston	PKS000017-85	PKS	Park Development	Keelesdale Park - Rebuild Stairs/Path/N.Sporting^	2016	250.0
12	York South-Weston	PKS023   -266	PKS	Community Centres	York Community Centre - TRCA requirement	2014	3000.0
12	York South-Weston	PKS023   -302	PKS	Community Centres	York CC Site Work & Furniture	2014	1900.0
12	York South-Weston	FAC906393-106	FAC	Re-roofing	2050 JANE-Re-roofing & Ceiling	2022	47.0
12	York South-Weston	FAC906393-106	FAC	Re-roofing	2050 JANE-Re-roofing & Ceiling	2023	1313.0
12	York South-Weston	FAC906394-324	FAC	Structural/Building Envelope	2696 Eglinton W-VarStructArchMechSOGRProjects	2022	37.0
12	York South-Weston	FAC906394-324	FAC	Structural/Building Envelope	2696 Eglinton W-VarStructArchMechSOGRProjects	2023	699.0
12	York South-Weston	FAC906393-105	FAC	Re-roofing	2050 JANE-Pavement & Roofing	2022	76.0
12	York South-Weston	FAC906393-105	FAC	Re-roofing	2050 JANE-Pavement & Roofing	2023	1824.0
12	York South-Weston	FAC906394-325	FAC	Structural/Building Envelope	2696 Eglinton -Building Envelope & Mech SOGR Proje	2023	21.0
12	York South-Weston	FAC906395-872	FAC	Mechanical and Electrical	2050 JANE-Rpl Central UPS System	2019	22.0
12	York South-Weston	FAC906395-872	FAC	Mechanical and Electrical	2050 JANE-Rpl Central UPS System	2020	192.0
13	Parkdale-High Park	ACH000011-35	ACH	Service Enhancement	Colborne Lodge Coach House	2014	50.0
13	Parkdale-High Park	ACH000012-104	ACH	Restoration/Preservation of Heritage Elements	Colborne Lodge - Restoration - FY	2021	100.0
13	Parkdale-High Park	ACH000012-104	ACH	Restoration/Preservation of Heritage Elements	Colborne Lodge - Restoration - FY	2022	150.0
13	Parkdale-High Park	FAC906394-223	FAC	Structural/Building Envelope	462 Runnymede-Structural Rehabilitation,Waterproof	2014	11.0
13	Parkdale-High Park	FAC906395-82	FAC	Mechanical and Electrical	358 Keele- Rpl heating boilers	2017	106.0
13	Parkdale-High Park	FAC906395-87	FAC	Mechanical and Electrical	83 Deforest Rd-Rpl of Gas-Fired Heater	2017	12.0
13	Parkdale-High Park	FAC906396-41	FAC	Sitework	590 Jane Street-Asphalt Pavement Replac	2015	27.0
13	Parkdale-High Park	FAC906396-41	FAC	Sitework	590 Jane Street-Asphalt Pavement Replac	2016	207.0
13	Parkdale-High Park	FAC906397-60	FAC	Renovations	95 Lavinia Ave-Rpl of Laminate Cabinets	2018	6.0
13	Parkdale-High Park	FAC906397-60	FAC	Renovations	95 Lavinia Ave-Rpl of Laminate Cabinets	2019	104.0
13	Parkdale-High Park	PKS000017-26	PKS	Park Development	Beresford Park - Build Washroom Facility^	2017	25.0
13	Parkdale-High Park	PKS000017-26	PKS	Park Development	Beresford Park - Build Washroom Facility^	2018	250.0
13	Parkdale-High Park	TPA000010-2	TPA	Expanded Facilities - Bloor St. W (Glend/Durie)	Expanded facilities - Bloor St. W (Glend/Durie)	2017	2500.0
13	Parkdale-High Park	TRN077   -1	TRN	Dufferin Street Jog Elimination	CN & Expropriations 2013-2014	2014	2000.0
13	Parkdale-High Park	FAC906396-144	FAC	Sitework	9 Clendenan Ave - Various Projects	2023	9.0
13	Parkdale-High Park	TPA907980-1	TPA	CP 64 Repaving and Lighting Upgrade	cp 64 Repaving and Lighting Upgrade	2014	350.0
13	Parkdale-High Park	PKS000017-680	PKS	Park Development	Rennie Park Lights - S42	2014	275.0
13	Parkdale-High Park	PKS000019-293	PKS	Playgrounds/Waterplay	High Park Waterplay - S42	2014	40.0
13	Parkdale-High Park	PKS000019-293	PKS	Playgrounds/Waterplay	High Park Waterplay - S42	2015	500.0
13	Parkdale-High Park	FAC906393-126	FAC	Re-roofing	95 Lavinia-Rpl Flat Roof	2015	10.0
13	Parkdale-High Park	FAC906393-126	FAC	Re-roofing	95 Lavinia-Rpl Flat Roof	2016	227.0
13	Parkdale-High Park	FAC906397-292	FAC	Renovations	9 Clendenan-Renovations	2023	145.0
13	Parkdale-High Park	ECT907932-1	ECT	Baby Point Gate	Baby Point Gate	2014	25.0
13	Parkdale-High Park	PKS000019-294	PKS	Playgrounds/Waterplay	Willard Gardens Parkette Playground - S42	2014	125.0
13	Parkdale-High Park	PKS000017-679	PKS	Park Development	Traymore Park Improvements - S37/S42	2014	50.0
13	Parkdale-High Park	PKS000017-679	PKS	Park Development	Traymore Park Improvements - S37/S42	2015	400.0
13	Parkdale-High Park	PKS000019-295	PKS	Playgrounds/Waterplay	Maria Street Parkette Playground - S42	2014	125.0
14	Parkdale-High Park	FAC906397-104	FAC	Renovations	1288 Queen St.W-Reno Washrooms & Kitchen	2021	10.0
14	Parkdale-High Park	FAC906397-104	FAC	Renovations	1288 Queen St.W-Reno Washrooms & Kitchen	2022	96.0
14	Parkdale-High Park	PKS000017-630	PKS	Park Development	Wabash Patio - Donation	2014	350.0
14	Parkdale-High Park	PKS023   -290	PKS	Community Centres	40 Wabash Parkdale New CC (RFR#7) - Design	2019	161.0
14	Parkdale-High Park	TPA906715-1	TPA	Roncesvalles South (1624 Queen St. W)	Roncesvalles South 2014	2014	200.0
14	Parkdale-High Park	TPA907477-1	TPA	Roncesvalles North	Roncesvalle North	2023	2000.0
14	Parkdale-High Park	FAC906395-864	FAC	Mechanical and Electrical	1288 Queen W -Domestic Hot Water Heater	2023	9.0
14	Parkdale-High Park	PKS000017-711	PKS	Park Development	West Lodge Improvements - S42	2014	300.0
14	Parkdale-High Park	TRN907837-1	TRN	King Liberty Cycling Pedestrian Bridge	King Liberty Cycling Pedestrian Bridge	2015	6000.0
14	Parkdale-High Park	PKS000017-712	PKS	Park Development	Ward 14 Park Improvements  - S42	2014	100.0
14	Parkdale-High Park	PKS000017-708	PKS	Park Development	Dufferin Park Expansion - S42	2014	350.0
15	Eglinton-Lawrence	FAC906395-110	FAC	Mechanical and Electrical	524 Oakwood Ave-Rpl Five Rooftop Units	2017	46.0
15	Eglinton-Lawrence	FAC906395-110	FAC	Mechanical and Electrical	524 Oakwood Ave-Rpl Five Rooftop Units	2018	548.0
15	Eglinton-Lawrence	FAC906395-115	FAC	Mechanical and Electrical	555 Oakwood Ave-Replace Rooftop HVAC Units	2017	7.0
15	Eglinton-Lawrence	FAC906395-115	FAC	Mechanical and Electrical	555 Oakwood Ave-Replace Rooftop HVAC Units	2018	82.0
15	Eglinton-Lawrence	FAC906395-588	FAC	Mechanical and Electrical	1115 Caledonia Rd-Repl Window & Elec Sys	2016	11.0
15	Eglinton-Lawrence	FAC906395-588	FAC	Mechanical and Electrical	1115 Caledonia Rd-Repl Window & Elec Sys	2017	63.0
15	Eglinton-Lawrence	FAC906396-9	FAC	Sitework	1135 Caledonia - Roofing, Asphalt, Sidewalks	2017	15.0
15	Eglinton-Lawrence	FAC906396-9	FAC	Sitework	1135 Caledonia - Roofing, Asphalt, Sidewalks	2018	92.0
15	Eglinton-Lawrence	FAC906396-9	FAC	Sitework	1135 Caledonia - Roofing, Asphalt, Sidewalks	2019	55.0
15	Eglinton-Lawrence	FAC906397-27	FAC	Renovations	1135 Caledonia - Repl Flooring & Reno WR	2017	138.0
15	Eglinton-Lawrence	PKS000017-637	PKS	Park Development	Lawrence Heights Plan Park	2015	75.0
15	Eglinton-Lawrence	PKS000017-637	PKS	Park Development	Lawrence Heights Plan Park	2016	610.0
15	Eglinton-Lawrence	PKS000017-657	PKS	Park Development	Lawrence Heights Ph1b-Greenway	2017	45.0
15	Eglinton-Lawrence	PKS000017-657	PKS	Park Development	Lawrence Heights Ph1b-Greenway	2018	1.0
15	Eglinton-Lawrence	PKS000017-658	PKS	Park Development	Lawrence Heights Ph1a-Baycrest	2015	150.0
15	Eglinton-Lawrence	PKS000017-658	PKS	Park Development	Lawrence Heights Ph1a-Baycrest	2016	1361.0
15	Eglinton-Lawrence	PKS000017-659	PKS	Park Development	Lawrence Heights Ph1f-Local Neighbourhood Pk	2018	90.0
15	Eglinton-Lawrence	PKS000017-659	PKS	Park Development	Lawrence Heights Ph1f-Local Neighbourhood Pk	2019	82.0
15	Eglinton-Lawrence	PKS023   -296	PKS	Community Centres	Lawrence Heights New CC - Design	2022	1800.0
15	Eglinton-Lawrence	PKS000017-744	PKS	Park Development	Dane Park Design	2014	100.0
15	Eglinton-Lawrence	TPA907961-1	TPA	Oakwood, E. of Eglinton (#2)	Oakwood, E. of Eglinton (#2)	2014	750.0
15	Eglinton-Lawrence	PKS000017-704	PKS	Park Development	Bathurst Corridor Parks - S42	2014	500.0
15	Eglinton-Lawrence	PKS000017-745	PKS	Park Development	Dane Park Construction	2015	800.0
15	Eglinton-Lawrence	FAC906393-104	FAC	Re-roofing	1401 CASTLEFIELD-Modified Bitumen Roof Replacement	2018	16.0
15	Eglinton-Lawrence	FAC906393-104	FAC	Re-roofing	1401 CASTLEFIELD-Modified Bitumen Roof Replacement	2019	91.0
15	Eglinton-Lawrence	PKS000017-703	PKS	Park Development	Ward 15 Parks Improvements - S42	2014	269.0
16	Eglinton-Lawrence	ACH000015-15	ACH	Collections Care	Cultural Assets Storage Workshop - FY	2018	247.0
16	Eglinton-Lawrence	FAC906393-94	FAC	Re-roofing	16 Montgomery Ave-RPL Roof	2015	6.0
16	Eglinton-Lawrence	FAC906393-94	FAC	Re-roofing	16 Montgomery Ave-RPL Roof	2016	103.0
16	Eglinton-Lawrence	FAC906394-277	FAC	Structural/Building Envelope	16 Montgomery -Basement Walls - Washroom	2014	248.0
16	Eglinton-Lawrence	FAC906395-606	FAC	Mechanical and Electrical	16 Montgomery-RPL Lighting & Power Dist	2015	11.0
16	Eglinton-Lawrence	FAC906395-606	FAC	Mechanical and Electrical	16 Montgomery-RPL Lighting & Power Dist	2016	36.0
16	Eglinton-Lawrence	LIB907692-1	LIB	Northern District Renovation	Northern District Renovation	2019	150.0
16	Eglinton-Lawrence	LIB907692-1	LIB	Northern District Renovation	Northern District Renovation	2023	570.0
16	Eglinton-Lawrence	TPA907610-1	TPA	Avenue, N. of Lawrence	Avenue, N. of Lawrence	2023	2500.0
16	Eglinton-Lawrence	TPA907875-1	TPA	Yonge/ York Mills	Yonge/ York Mills	2019	14500.0
16	Eglinton-Lawrence	PKS000017-673	PKS	Park Development	Woburn Park Improvements - S42	2014	300.0
16	Eglinton-Lawrence	PKS000017-674	PKS	Park Development	Snider Parkette Improvements - S42	2014	250.0
16	Eglinton-Lawrence	TPA907959-1	TPA	Redevelopment of CP 411 (Roe Avenue)	Redevelopment of CP 411 (Roe Avenue)	2014	2500.0
17	Davenport	FAC906397-14	FAC	Renovations	100 Turnberry-Rpl Paving,Floor,Painting,CeilingTil	2014	9.0
17	Davenport	FAC906397-14	FAC	Renovations	100 Turnberry-Rpl Paving,Floor,Painting,CeilingTil	2015	124.0
17	Davenport	FAC906397-73	FAC	Renovations	100 Turnberry Ave - Renovate Washrooms	2019	6.0
17	Davenport	FAC906397-73	FAC	Renovations	100 Turnberry Ave - Renovate Washrooms	2020	76.0
17	Davenport	LIB000337-1	LIB	St. Clair/Silverthorn Neighbourhood Library	St. Clair/Silverthorn Neighbourhood Library Renova	2015	130.0
17	Davenport	LIB000337-2	LIB	St. Clair/Silverthorn Neighbourhood Library	St. Clair/Silverthorn Library Expansion	2017	116.0
17	Davenport	PKS000017-413	PKS	Park Development	Turnberry Park South^	2014	100.0
17	Davenport	PKS000017-414	PKS	Park Development	Turnberry Park North^	2014	125.0
17	Davenport	TPA906846-2	TPA	St. Clair West P 41 (Corso Italia)	St. Clair West P 41 (Corso Italia)	2015	4360.0
17	Davenport	TPA907711-1	TPA	St. Clair Ave. West	St. Clair Ave, West	2017	1000.0
17	Davenport	FAC906395-859	FAC	Mechanical and Electrical	100 Turnberry - Various SOGR Project	2023	24.0
18	Davenport	FAC906397-140	FAC	Renovations	760 Dovercourt Rd-Reno WR & Kitchen	2017	17.0
18	Davenport	FAC906397-140	FAC	Renovations	760 Dovercourt Rd-Reno WR & Kitchen	2018	85.0
18	Davenport	FAC906397-200	FAC	Renovations	760 Dovercourt Rd-Rpl Flooring& Int Painting	2017	5.0
18	Davenport	FAC906397-200	FAC	Renovations	760 Dovercourt Rd-Rpl Flooring& Int Painting	2019	87.0
18	Davenport	LIB907893-1	LIB	Perth Dupont Renovation	Perth Dupont Renovation	2020	94.0
18	Davenport	LIB907893-1	LIB	Perth Dupont Renovation	Perth Dupont Renovation	2021	50.0
18	Davenport	LIB907893-1	LIB	Perth Dupont Renovation	Perth Dupont Renovation	2022	1100.0
18	Davenport	PKS000017-500	PKS	Park Development	West Queen West Triangle - New Park Development^	2014	187.0
18	Davenport	PKS000017-613	PKS	Park Development	Lisgar Pk/Queen West Triangle Development - S37	2014	211.0
18	Davenport	TPA906838-2	TPA	Queen/ Ossington to Dufferin OSPF	Queen/ Ossington to Dufferin OSPF	2014	4250.0
18	Davenport	TPA907474-1	TPA	College/ Dovercourt	College/ Dovercourt	2021	2000.0
18	Davenport	FAC906395-909	FAC	Mechanical and Electrical	760 Dovercourt -Var Mech SOGR Projects	2023	46.0
18	Davenport	PKS000017-719	PKS	Park Development	McCormick Park Playground - S42	2014	150.0
18	Davenport	FAC906393-102	FAC	Re-roofing	1115 Queen St. West-Replace asphalt shingles	2023	9.0
18	Davenport	TPA907713-3	TPA	Dundas & Dovercourt (1113-1117 Dundas)	Dundas/ Dovercourt (1113-1117 Dundas) 2015	2015	8750.0
18	Davenport	PKS000017-718	PKS	Park Development	Dufferin Grove Footpath - S42/S45	2014	135.0
18	Davenport	FAC906394-315	FAC	Structural/Building Envelope	760 Dovercourt-Rpl WindowsDoors	2014	8.0
18	Davenport	FAC906394-315	FAC	Structural/Building Envelope	760 Dovercourt-Rpl WindowsDoors	2015	118.0
19	Trinity-Spadina	ACH000010-57	ACH	Cultural Infrastructure Development	Fort York Unesco Nomination -FY	2017	110.0
19	Trinity-Spadina	ACH000011-34	ACH	Service Enhancement	Fort York Programme Development - FY	2020	50.0
19	Trinity-Spadina	ACH000011-39	ACH	Service Enhancement	Fort York Adding New Buildings -FY	2016	242.0
19	Trinity-Spadina	ACH000011-39	ACH	Service Enhancement	Fort York Adding New Buildings -FY	2017	990.0
19	Trinity-Spadina	ACH000011-40	ACH	Service Enhancement	Fort York Visitors Centre  2010-CF&PA	2014	976.0
19	Trinity-Spadina	ACH000011-45	ACH	Service Enhancement	Fort York Visitors Centre- 2012	2014	72.0
19	Trinity-Spadina	ACH000011-46	ACH	Service Enhancement	Fort York Visitor Centre 2011	2014	1850.0
19	Trinity-Spadina	ACH000012-149	ACH	Restoration/Preservation of Heritage Elements	Fort York Restoration-2013	2014	75.0
19	Trinity-Spadina	ACH000013-17	ACH	Refurbishment and Rehabilitation	Fort York Interiors FY	2016	99.0
19	Trinity-Spadina	FAC906394-133	FAC	Structural/Building Envelope	756 Ossington- Windows & Rpr Ext Masonry Wall	2018	30.0
19	Trinity-Spadina	FAC906394-133	FAC	Structural/Building Envelope	756 Ossington- Windows & Rpr Ext Masonry Wall	2019	220.0
19	Trinity-Spadina	FAC906394-35	FAC	Structural/Building Envelope	5 Bathurst St-Strct Restoration of Silos	2015	2000.0
19	Trinity-Spadina	FAC906394-35	FAC	Structural/Building Envelope	5 Bathurst St-Strct Restoration of Silos	2016	1000.0
19	Trinity-Spadina	FAC906394-35	FAC	Structural/Building Envelope	5 Bathurst St-Strct Restoration of Silos	2017	1000.0
19	Trinity-Spadina	FAC906394-35	FAC	Structural/Building Envelope	5 Bathurst St-Strct Restoration of Silos	2018	1000.0
19	Trinity-Spadina	FAC906394-35	FAC	Structural/Building Envelope	5 Bathurst St-Strct Restoration of Silos	2019	1000.0
19	Trinity-Spadina	FAC906394-35	FAC	Structural/Building Envelope	5 Bathurst St-Strct Restoration of Silos	2020	1000.0
19	Trinity-Spadina	FAC906395-418	FAC	Mechanical and Electrical	140 Princess-Repl DHW Heater& OH Door	2020	7.0
19	Trinity-Spadina	FAC906395-418	FAC	Mechanical and Electrical	140 Princess-Repl DHW Heater& OH Door	2021	101.0
19	Trinity-Spadina	PKS000015-58	PKS	Land Acquisition	Stafford Street Remediation	2014	122.0
19	Trinity-Spadina	PKS000017-215	PKS	Park Development	Christie Pits Park - Redevelopment^	2014	50.0
19	Trinity-Spadina	PKS000017-215	PKS	Park Development	Christie Pits Park - Redevelopment^	2015	700.0
19	Trinity-Spadina	PKS000017-347	PKS	Park Development	Former Inglis Lands^	2017	78.0
19	Trinity-Spadina	PKS000017-429	PKS	Park Development	Gore Park - New Park Development^	2016	150.0
19	Trinity-Spadina	PKS000017-429	PKS	Park Development	Gore Park - New Park Development^	2017	2490.0
19	Trinity-Spadina	PKS000019-281	PKS	Playgrounds/Waterplay	Fred Hamilton Playground Wading Pool Conversion	2019	150.0
19	Trinity-Spadina	TPA000471-2	TPA	Avenue Rd. & Davenport	Avenue Rd. - Davenport	2022	2500.0
19	Trinity-Spadina	TPA907796-1	TPA	CP168 Expansion	CP 168 Expansion	2018	5000.0
